Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
ACA,"Arcosa, Inc.",30.9,1502524458,n/a,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aca
RCUS,"Arcus Biosciences, Inc.",11.8,525508209.2,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rcus
ARD,Ardagh Group S.A.,13.62,3219078528,n/a,2017,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/ard
ASC,Ardmore Shipping Corporation,6.23,206199487.1,n/a,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/asc
AFC,Ares Capital Corporation,25.75,206000000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afc
ACRE,Ares Commercial Real Estate Corporation,15.18,436510994.7,n/a,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acre
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",15.02,344895863.8,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/ardc
ARES,Ares Management Corporation,23.7,2441161170,n/a,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/ares
ARES^A,Ares Management Corporation,26.315,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ares^a
AGX,"Argan, Inc.",50.41,784919944.8,n/a,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/agx
ARGD,"Argo Group International Holdings, Ltd.",25.52,0,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argd
ARGO,"Argo Group International Holdings, Ltd.",70.43,2392498860,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argo
ANET,"Arista Networks, Inc.",318.43,24114981889,n/a,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,7.86,287460769.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ai
AI^B,Arlington Asset Investment Corp,22.0761,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ai^b
AI^C,Arlington Asset Investment Corp,23.25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ai^c
AIC,Arlington Asset Investment Corp,23.7475,0,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,24.28,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aiw
ARLO,"Arlo Technologies, Inc.",4.13,306673930.6,n/a,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/arlo
AHH,"Armada Hoffler Properties, Inc.",15.69,789759947,n/a,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/ahh
ARR,"ARMOUR Residential REIT, Inc.",19.58,1170640679,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/arr
ARR^A,"ARMOUR Residential REIT, Inc.",25.5,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^a
ARR^B,"ARMOUR Residential REIT, Inc.",25.0262,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^b
AFI,"Armstrong Flooring, Inc.",14.34,370486089,n/a,2016,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/afi
AWI,Armstrong World Industries Inc,81.13,3934998982,n/a,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",78.52,6688764675,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,78.57,14553107272,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,25.76,1981848923,n/a,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,10.07,194250300,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,70.22,1369229892,n/a,2002,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/abg
ASX,"ASE Technology Holding Co., Ltd.",4.53,9462253513,n/a,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/asx
ASGN,ASGN Incorporated,64.09,3374674844,n/a,1992,Technology,Professional Services,https://www.nasdaq.com/symbol/asgn
AHT,Ashford Hospitality Trust Inc,5.04,509071056.5,n/a,2003,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aht
AHT^D,Ashford Hospitality Trust Inc,25.3999,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,23.3,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,22.93,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^g
AHT^H,Ashford Hospitality Trust Inc,23.27,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^h
AHT^I,Ashford Hospitality Trust Inc,23.25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^i
ASH,Ashland Global Holdings Inc.,78.2,4896766231,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/ash
ASPN,"Aspen Aerogels, Inc.",2.51,60859485.57,n/a,2014,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/aspn
AHL^C,Aspen Insurance Holdings Limited,26.06,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,24.52,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^d
ASB,Associated Banc-Corp,22.08,3637656882,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,25.87,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,24.6623,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^d
ASB^E,Associated Banc-Corp,25.435,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^e
AC,"Associated Capital Group, Inc.",39.91,901373576,n/a,2015,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ac
AIZ,"Assurant, Inc.",95.45,5887645500,n/a,2004,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aiz
AIZP,"Assurant, Inc.",103.89,298683750,n/a,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aizp
AGO,Assured Guaranty Ltd.,44.72,4592740288,n/a,2004,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,26.805,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,25.86,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,25.55,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^f
AZN,Astrazeneca PLC,41.59,1.05413E+11,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azn
HOME,At Home Group Inc.,18.66,1187672202,n/a,2016,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/home
T,AT&T Inc.,31.63,2.3059E+11,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/t
TBB,AT&T Inc.,25.32,0,n/a,2017,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbb
TBC,AT&T Inc.,25.56,0,n/a,2018,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbc
ATTO,Atento S.A.,3.87,291822601.6,n/a,2014,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atto
ATH,Athene Holding Ltd.,41.84,8205561472,n/a,2016,Finance,Life Insurance,https://www.nasdaq.com/symbol/ath
ATKR,Atkore International Group Inc.,22.06,1014329190,n/a,2016,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atkr
AT,Atlantic Power Corporation,2.53,277507163.8,n/a,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/at
ATO,Atmos Energy Corporation,100.17,11708735670,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ato
AUO,AU Optronics Corp,3.63,3493600975,n/a,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/auo
ACB,Aurora Cannabis Inc.,9.07,9189128908,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/acb
ATHM,Autohome Inc.,102.62,12020994643,n/a,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",76.91,6708176032,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",35.87,3230410447,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",1041.98,25932348105,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/azo
AVLR,"Avalara, Inc.",56.85,3949402189,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avlr
AVB,"AvalonBay Communities, Inc.",202.21,28043862479,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",50.26,15530604971,n/a,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/agr
AVNS,"Avanos Medical, Inc.",43.19,2049505738,n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/avns
AVYA,Avaya Holdings Corp.,17.11,1894000399,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/avya
AVY,Avery Dennison Corporation,113.09,9496491529,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/avy
AVH,Avianca Holdings S.A.,4.25,531944832.5,n/a,2013,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,40.61,2669905871,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ava
AVP,"Avon Products, Inc.",2.94,1300733969,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,18.11,3056963943,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/avx
EQH,"AXA Equitable Holdings, Inc.",20.65,10140207363,n/a,2018,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/eqh
AXTA,Axalta Coating Systems Ltd.,25.81,6061145345,n/a,2014,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,54.99,4615501075,n/a,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/axs
AXS^D,Axis Capital Holdings Limited,24.78,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,24.45,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^e
AX,"Axos Financial, Inc.",29.56,1809559651,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ax
AXO,"Axos Financial, Inc.",25.7,0,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/axo
AZUL,Azul S.A.,29.98,3384586194,n/a,2017,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/azul
AZRE,Azure Power Global Limited,11.69,478591078.3,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,41.34,1078444476,n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",23.47,1532534836,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bgs
BW,Babcock,0.47,79302877.69,n/a,2015,Capital Goods,Building Products,https://www.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,18.41,369265000.1,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/bgh
BMI,"Badger Meter, Inc.",55.21,1607724365,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bmi
BCSF,"Bain Capital Specialty Finance, Inc.",19.89,1023979705,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/bcsf
BHGE,"Baker Hughes, a GE company",26.99,13897204521,n/a,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/bhge
BBN,BalckRock Taxable Municipal Bond Trust,22.6,1290778253,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,57.98,19375149407,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bll
BANC,"Banc of California, Inc.",14.12,715281951.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banc
BANC^D,"Banc of California, Inc.",25.9665,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",25.66,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^e
BBVA,Banco Bilbao Viscaya Argentaria S.A.,6.01,40073998346,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,9.17,88734453169,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,8.35,56110815093,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,29.11,44109152520,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",19.93,616856120.6,n/a,1992,Finance,Commercial Banks,https://www.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,11.45,85553220650,n/a,2009,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,30.16,14208837931,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsac
BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",6.86,9311756255,n/a,2012,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsmx
SAN,"Banco Santander, S.A.",4.78,77610823443,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/san
SAN^B,"Banco Santander, S.A.",22.9,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^b
CIB,BanColombia S.A.,51.75,12443636813,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/cib
BXS,BancorpSouth Bank,28.94,2876943285,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,28.87,2.78276E+11,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac
BAC^A,Bank of America Corporation,26.1313,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^a
BAC^B,Bank of America Corporation,26.59,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^b
BAC^C,Bank of America Corporation,26.16,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^c
BAC^E,Bank of America Corporation,22.1501,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^e
BAC^K,Bank of America Corporation,26.07,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^k
BAC^L,Bank of America Corporation,1310,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^l
BAC^W,Bank of America Corporation,25.71,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,25.82,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^y
BML^G,Bank of America Corporation,19.3205,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,18.98,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^h
BML^J,Bank of America Corporation,21.075,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,20.94,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,79.82,3301746557,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,76.52,48854112889,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),35.79,1979187000,n/a,2016,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ntb
BK,Bank Of New York Mellon Corporation (The),51.35,49031122219,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),25.18,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),53.04,65026217190,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bns
BKU,"BankUnited, Inc.",34.37,3388595389,n/a,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,8.39,35942862350,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bcs
BBDC,"Barings BDC, Inc.",9.92,507920506.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbdc
MCI,Barings Corporate Investors,15.35,308272039.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,15.39,162008975.6,n/a,1988,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",4.38,199556702.6,n/a,2015,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bned
BKS,"Barnes & Noble, Inc.",5.61,410626362.3,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",52.6,2702355455,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/b
GOLD,Barrick Gold Corporation,13.46,23581675015,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gold
BAS,"Basic Energy Services, Inc.",3.68,99016619.2,n/a,2005,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/bas
BHC,Bausch Health Companies Inc.,24.92,8747151033,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhc
BAX,Baxter International Inc.,81.54,41676503990,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,1.69,939423962.2,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,48.49,37038071798,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,25.47,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,25.41,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,24.92,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,24.89,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,25.85,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^h
BFR,BBVA Banco Frances S.A.,9.26,1891076080,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bfr
BBX,BBX Capital Corporation,6.09,595384952.4,n/a,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",44.72,40177051094,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",11.6,372789049.2,n/a,1994,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",250.74,67464951650,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdx
BDXA,"Becton, Dickinson and Company",62.38,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdxa
BDC,Belden Inc,55.1,2170907601,n/a,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/bdc
BDC^B,Belden Inc,74.27,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bdc^b
BEL,Belmond Ltd.,24.92,2568794768,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/bel
BMS,"Bemis Company, Inc.",55.25,5039462392,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bms
BHE,"Benchmark Electronics, Inc.",26.9,1093618559,n/a,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",27.77,1264443829,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/bhlb
BERY,"Berry Global Group, Inc.",53.98,7033594000,n/a,2012,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/bery
BBY,"Best Buy Co., Inc.",71.45,19134623523,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/bby
BEST,BEST Inc.,5.03,1947616000,n/a,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/best
BHP,BHP Group Limited,56.11,1.41874E+11,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/bhp
BBL,BHP Group Plc,49.85,1.26046E+11,n/a,n/a,Energy,Coal Mining,https://www.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",38.08,1525049964,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,141,291549366,n/a,2018,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bh
BH.A,Biglari Holdings Inc.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bh.a
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,50.19,2221542805,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhvn
BIO,"Bio-Rad Laboratories, Inc.",309.14,9262515745,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,15.53,496245620,n/a,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/bita
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",27.53,3794483080,n/a,2018,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/bj
BKH,Black Hills Corporation,72.78,4379431842,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bkh
